Player,position,x1_goalspergame,x2_assists,x3_passingacc,x4_longballacc,x5_crossingacc,x6_interceptions,x7_ballrecov,x8_nowaythru,x9_clearance,x10_dribbsucc,x11_duelwon,x12_aerialduelwon,x13_cleansheet,x14_percentsaved,y1_tradkeeper,y2_sweeperkeeper,y3_ballplayingdefender,y4_nononsensedefender,y5_fullback,y6_allactionmidfielder,y7_midfieldplaymaker,y8_traditionalwinger,y9_invertedwinger,y10_goalpoacher,y11_targetman,y1_tradkeeper,y2_sweeperkeeper,y3_ballplayingdefender,y4_nononsensedefender,y5_fullback,y6_allactionmidfielder,y7_midfieldplaymaker,y8_traditionalwinger,y9_invertedwinger,y10_goalpoacher,y11_targetman
saifullah akbar,non-gk,25,25,75.25,25,25,29.80769231,32.21153846,33.15217391,29.6875,25,58.75,25,0,0,18.87294523,27.14294523,38.44751254,32.9327801,34.41890677,34.71310201,38.99294523,29.83780309,34.69717809,31.70530309,33.39280309,0,0,0,0,0,0,0,0,0,0,0
caelan cheong tze jay,non-gk,25,25,87.25,25,25,34.61538462,25,25,40.625,25,25,25,0,0,15.75701923,24.98701923,37.05384615,30.78826923,29.85528846,32.67230769,38.71201923,29.08605769,31.11730769,27.21855769,27.21855769,0,0,0,0,0,0,0,0,0,0,0
kieran tan,non-gk,25,25,100,25,25,25,32.21153846,25,25,25,25,25,0,0,15.11057692,25.36057692,37.33173077,27.36538462,29.47115385,32.08173077,40.36057692,28.89423077,30.14423077,26.64423077,26.64423077,0,0,0,0,0,0,0,0,0,0,0
mohamed iqbal bin hamid hussain,non-gk,35.71428571,37.5,84.25,48.25,51.25,62.5,73.31730769,65.76086957,54.6875,78.25,51.25,66.25,0,0,32.88292672,43.99542672,64.12117535,63.69027413,61.23093496,62.3593974,60.41256958,53.35879569,55.31638497,52.85343855,58.48379569,0,0,1,1,1,1,1,1,1,1,1
naufal azman,non-gk,25,50,85.75,61,48.25,29.80769231,46.63461538,42.93478261,25,85,59.5,43.75,0,0,26.44385452,38.66635452,52.37885452,47.02621237,53.7909699,48.89232441,58.61885452,50.60004181,51.81254181,46.15004181,55.93754181,0,0,1,0,1,0,1,1,1,0,1
huzaifah aziz,non-gk,25,37.5,74.5,25,25,32.69230769,32.93269231,25,31.25,62.5,64.75,43.75,0,0,23.18375,31.39375,43.20048077,40.48903846,43.0625,40.10875,46.17375,38.3375,43.875,41.265,47.94,0,0,0,0,0,0,0,0,0,0,0
naqiuddin eunos,non-gk,57.14285714,37.5,89.5,75.25,25,44.23076923,64.66346154,73.91304348,32.8125,25,52,62.5,0,0,28.22241728,41.65241728,59.78197086,48.56339763,47.78105739,54.41508182,54.50384586,44.43784191,50.38560977,50.64177048,45.29534191,0,0,1,0,0,1,1,0,1,1,0
faisal shahril,non-gk,25,25,25,25,25,25,25,25,25,25,25,25,0,0,13.25,17.5,25,25,25,25,25,25,26.25,25,25,0,0,0,0,0,0,0,0,0,0,0
zamani zamri,non-gk,25,25,79.75,55,37.75,29.80769231,36.53846154,38.04347826,25,70,45.25,40,0,0,22.44448161,33.60198161,45.95236622,40.59021739,44.4242893,41.6937709,47.55948161,40.73779264,42.10029264,39.27529264,46.28779264,0,0,0,0,0,0,0,0,0,0,0
louka tan vaissiere,non-gk,25,37.5,92.5,77.5,81.25,36.53846154,52.40384615,59.23913043,28.125,100,48.25,25,0,0,26.79032191,41.20282191,56.26964883,52.26158027,60.56243729,53.8377592,62.87532191,58.15737876,53.45112876,45.50737876,57.91987876,0,0,1,1,1,1,1,1,1,0,1
gabriel quak,non-gk,25,37.5,87.25,66.25,58.75,49.03846154,61.05769231,51.08695652,32.8125,84.25,59.5,37.75,0,0,28.50728052,41.37478052,58.28136706,54.29053094,58.64958821,55.12311873,59.84478052,52.03678721,52.06491221,46.20428721,56.17928721,0,0,1,1,1,1,1,1,1,0,1
shahdan bin sulaiman,non-gk,35.71428571,25,25,25,25,25,28.60576923,25,25,25,37.75,25,0,0,14.81243132,19.06243132,27.0301511,26.81483516,27.48736264,27.09657967,26.41457418,27.85247253,30.91318681,30.73461538,29.76497253,0,0,0,0,0,0,0,0,0,0,0
shodai yokoyama,non-gk,25,37.5,76,55,25,26.92307692,30.04807692,28.26086957,26.5625,73,53.5,25,0,0,20.83472617,31.56472617,42.93227425,38.41947742,42.08828386,38.82176003,47.76972617,39.83276547,44.01089047,39.00276547,47.62776547,0,0,0,0,0,0,0,0,0,0,0
halim hazzuwan,non-gk,46.42857143,37.5,91,73,55,36.53846154,46.63461538,52.7173913,29.6875,68.5,53.5,62.5,0,0,28.52318413,42.19318413,57.44799869,49.06219959,54.99112369,52.75912924,58.77746984,53.76289865,54.66870222,53.13218436,55.99289865,0,0,1,0,1,1,1,1,1,1,1
justin hui,non-gk,25,37.5,86.5,100,49.75,25,26.44230769,25,25,100,62.5,70,0,0,28.67211538,44.08961538,56.51134615,46.67307692,56.78173077,48.34884615,60.15211538,53.60384615,54.89134615,51.60384615,62.47884615,0,0,1,0,1,0,1,1,1,1,1
ajay robson muralithran,non-gk,25,25,80.5,75.25,37.75,27.88461538,32.93269231,36.41304348,26.5625,85,47.5,49.75,0,0,24.53464256,37.37214256,49.84545987,43.47446906,48.28550794,44.0589005,51.11964256,44.47523202,46.14085702,43.48523202,52.37273202,0,0,0,0,0,0,1,0,0,0,1
shawal anuar,non-gk,100,100,85,49.75,60.25,40.38461538,50.24038462,34.7826087,28.125,76.75,49.75,49.75,0,0,27.36413043,38.74663043,54.14384197,48.40448997,57.93788043,55.72201087,69.12163043,73.69190217,76.03565217,73.25690217,69.76940217,0,0,1,0,1,1,1,1,1,1,1
haiqal pashia,non-gk,35.71428571,25,86.5,59.5,55,36.53846154,41.58653846,28.26086957,28.125,79,58,68.5,0,0,27.95268634,40.18268634,54.31242535,47.0932549,54.17607919,48.91555124,54.17982919,50.21682453,50.95878882,50.75896739,56.72682453,0,0,1,0,1,0,1,1,1,1,1
song ui young,non-gk,57.14285714,37.5,86.5,66.25,49.75,45.19230769,44.47115385,42.93478261,25,81.25,50.5,46.75,0,0,26.66384078,39.38134078,54.43334627,48.62975633,53.98344243,51.47514035,57.13776935,55.12553631,56.82017917,55.66696488,59.47053631,0,0,1,0,1,1,1,1,1,1,1
adam swandi,non-gk,57.14285714,37.5,92.5,100,100,25,31.49038462,29.89130435,29.6875,79.75,61,25,0,0,25.18738802,41.58738802,54.41723005,43.81848125,59.38333582,49.22983098,62.80131659,65.90308021,61.34459806,55.29950878,60.49058021,0,0,1,0,1,0,1,1,1,1,1
hami syahin,non-gk,25,37.5,86.5,37.75,57.25,33.65384615,37.98076923,34.7826087,29.6875,75.25,62.5,81.25,0,0,29.1977362,39.7102362,52.91845736,47.61304766,54.72446697,48.91345318,55.4802362,49.56271948,49.95959448,49.09271948,55.69271948,0,0,1,0,1,0,1,0,0,0,1
anumanthan kumar,non-gk,25,25,93.25,70,49.75,57.69230769,82.69230769,47.82608696,32.8125,70,58,62.5,0,0,31.36116012,44.91866012,65.30697742,57.38807274,59.64539089,59.652801,58.92116012,48.16733905,49.39546405,46.98983905,53.51483905,0,0,1,1,1,1,1,0,0,0,1
hafiz nor,non-gk,25,25,94.75,91,25,31.73076923,43.02884615,29.89130435,28.125,100,48.25,85,0,0,29.67879599,44.78879599,60.12658445,50.01445652,54.20177676,50.99307274,57.62879599,47.34926839,51.08051839,51.00176839,60.41426839,0,0,1,1,1,1,1,0,1,1,1
syahadat masnawi,non-gk,35.71428571,25,82,79.75,37.75,31.73076923,32.93269231,34.7826087,29.6875,92.5,55.75,41.5,0,0,25.40382137,38.72132137,51.8097623,46.13326744,50.9616373,46.20349439,53.34096423,48.32615355,51.50874283,48.8457964,58.07615355,0,0,1,0,1,0,1,0,1,0,1
sahil bin suhaimi,non-gk,35.71428571,25,79,49.75,62.5,37.5,35.09615385,33.15217391,34.375,76.75,53.5,62.5,0,0,26.87580925,37.80080925,50.95631749,46.79694219,52.95025979,47.34285475,51.9554521,50.3515737,49.83103798,49.07121656,54.7765737,0,0,1,0,1,0,1,1,0,0,1
rezza rezky ramadhani,non-gk,25,25,88.75,81.25,62.5,37.5,48.07692308,33.15217391,25,75.25,43.75,25,0,0,22.97395485,37.19895485,51.81914716,43.55999164,50.940301,46.45925585,53.96145485,47.84958194,45.34958194,39.37458194,47.84958194,0,0,1,0,1,0,1,0,0,0,0
umar akhbar,non-gk,25,25,85,49.75,25,34.61538462,37.25961538,29.89130435,25,25,67.75,62.5,0,0,24.30831522,35.33831522,48.60735368,37.3838796,41.08206522,41.22788043,45.23831522,33.41032609,38.93532609,38.51782609,38.78032609,0,0,0,0,0,0,0,0,0,0,0
azim akbar,non-gk,25,25,88,75.25,25,50.96153846,44.47115385,29.89130435,25,25,62.5,25,0,0,21.78119983,35.09119983,50.51062291,38.61157191,41.07533445,42.85653428,47.13619983,33.54397993,38.54397993,33.89647993,35.77147993,0,0,1,0,0,0,0,0,0,0,0
daniel elfian,non-gk,25,25,62.5,25,25,25,25,25,25,25,25,25,0,0,14,21.25,30.625,25.75,26.875,28,32.5,26.875,28.125,25.75,25.75,0,0,0,0,0,0,0,0,0,0,0
tan jonan,non-gk,25,37.5,79,62.5,47.5,35.57692308,45.19230769,42.93478261,31.25,73.75,50.5,25,0,0,23.39020067,35.18520067,48.98231605,44.87159699,48.99866221,45.79386288,52.76270067,45.82408027,46.56158027,40.32908027,48.91658027,0,0,0,0,0,0,1,0,0,0,0
danish qayyum,non-gk,25,25,85,75.25,57.25,39.42307692,35.81730769,42.93478261,39.0625,75.25,40,55,0,0,25.97438336,39.36688336,53.64385452,47.56515468,51.66140259,48.24953595,53.88688336,48.01662834,46.63225334,43.10412834,49.89162834,0,0,1,0,1,0,1,0,0,0,0
khairin nadim,non-gk,35.71428571,25,80.5,43.75,53.5,38.46153846,40.14423077,36.41304348,39.0625,94.75,61.75,55,0,0,28.27870849,38.75370849,52.68570712,51.54084269,55.71113981,49.81538402,53.91335135,51.5588584,53.44769768,52.18350125,61.3763584,0,0,1,1,1,0,1,1,1,1,1
fathullah rahmat,non-gk,25,25,88.75,69.25,100,48.07692308,58.89423077,54.34782609,29.6875,75.25,45.25,75.25,0,0,31.022824,44.662824,61.22700669,54.32664298,63.64388169,57.57795569,60.495324,57.9207546,50.1801296,47.7282546,53.7657546,0,0,1,1,1,1,1,1,1,0,1
andrew aw yong rei,non-gk,35.71428571,25,79.75,75.25,62.5,34.61538462,40.86538462,38.04347826,31.25,85,55.75,62.5,0,0,28.27085523,41.29585523,55.21761347,48.98197563,56.21453655,50.1896775,55.38299809,53.01334209,52.56155638,51.17048495,58.22584209,0,0,1,0,1,1,1,1,1,1,1
ethan pinto,non-gk,25,25,91,25,25,25,25,29.89130435,25,25,35.5,25,0,0,15.86456522,25.39456522,36.19456522,27.95695652,30.11956522,31.60913043,39.28456522,28.92282609,31.22282609,27.99282609,28.51782609,0,0,0,0,0,0,0,0,0,0,0
garv sahoo,non-gk,25,25,91,25,25,25,39.42307692,25,25,75.25,58,25,0,0,21.10365385,30.63365385,42.87596154,38.88826923,42.22980769,39.10346154,46.58615385,37.77596154,42.32596154,39.09596154,48.28346154,0,0,0,0,0,0,0,0,0,0,0
nyqil iyyan,non-gk,25,25,89.5,25,25,34.61538462,32.21153846,25,40.625,25,25,25,0,0,16.16259615,25.57259615,38.47307692,31.69865385,30.68894231,33.93403846,39.52259615,29.34278846,31.37403846,27.40778846,27.40778846,0,0,0,0,0,0,0,0,0,0,0
